Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Sao Tome and Principe,STP,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358388046,3.255245275,5.152650172,7.831767373,11.88875266,19.12735684,31.56106899,39.38098022,62.11116284,68.26127719,
Bhutan,BTN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361128772,2.979140722,5.460394696,12.16545301,21.70245766,36.13378522,47.49259106,54.31798771,65.58453784,
Kenya,KEN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004392563,0.004495784,0.007469161,0.008309718,0.010024264,0.023379,0.036219866,0.077988576,0.407644522,1.870546579,3.605220187,4.705726478,7.337168136,12.94966982,20.08792164,30.27701085,42.39603637,49.07117416,61.63228344,64.84245944,
Belize,BLZ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192342832,0.388507282,0.702189178,0.964651528,1.094447743,1.482447569,2.696025295,6.711055758,15.2602287,19.69375673,22.47469862,27.28711502,34.17014597,41.10996917,40.36312277,53.48001751,52.9744792,62.31841272,63.86666163,
Swaziland,SWZ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45688378,1.335656103,3.101993548,5.115884076,6.280148175,7.807304698,13.23612238,18.10103819,22.36928286,33.53906904,46.21600147,56.86950344,61.19458103,63.7015615,
Syrian Arab Republic,SYR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025685757,0.187634464,1.215441504,2.358084853,6.775259884,13.02986088,15.95964363,24.70835291,32.26843949,35.8285021,49.97501464,57.80921938,63.1668575,
Pakistan,PAK,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001788194,0.007393226,0.011439679,0.013219872,0.01986919,0.032167301,0.052041764,0.100574312,0.142296299,0.188030575,0.212073313,0.503264119,1.129291367,1.570067682,3.222703627,8.050153316,21.36452656,38.22340855,52.56722111,55.33439706,57.13688061,61.61096141,
Zambia,ZMB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017344107,0.029698979,0.048311128,0.085312441,0.283455747,0.968998669,1.159828035,1.300718915,2.203275274,4.148824982,8.284145549,14.15585648,21.89084976,28.58734991,34.63352695,41.61639507,60.59055913,
Equatorial Guinea,GNQ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013338552,0.063493945,0.060855792,0.119047383,0.960836312,2.792282132,5.771703861,7.255257439,10.49518985,15.94434453,19.1761602,23.29424042,27.17690808,29.36361701,57.00877069,59.14916837,
Nigeria,NGA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008623716,0.011912226,0.011816604,0.012431372,0.013013071,0.016951542,0.020698036,0.024254471,0.210300765,1.208519162,2.366830773,6.706192587,13.29320269,22.54949159,27.48908131,41.80678114,48.23561006,55.10417598,58.57504542,
Bangladesh,BGD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226808,0.000443871,0.000959508,0.002127896,0.003335316,0.021246968,0.06009454,0.117124699,0.21529061,0.394104846,0.800646905,0.999891821,2.006414024,6.401687906,13.43906744,23.87521729,30.68498876,35.65935407,46.16922196,56.48078539,
Sudan,SDN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007113041,0.011974633,0.026421438,0.038958687,0.067275601,0.29668392,0.532659744,1.438819883,2.795882758,4.75898144,11.89555131,20.3550956,28.95430467,36.11230146,41.544029,56.25361761,
Tanzania,TZA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001276483,0.01168859,0.029360213,0.063939327,0.117139725,0.153476314,0.324688517,0.789184134,1.69359967,3.528297503,5.139340978,7.633071948,14.04933106,20.09341294,30.77244126,40.13691248,46.79589492,55.53287704,
Afghanistan,AFG,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101461694,0.778857478,2.247739392,4.345508797,8.867978979,16.0163366,26.47087999,34.33868725,41.38579639,54.26208022,
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2.153708054,2.640797352,3.273266051,4.727645267,7.373417423,11.57694983,31.90245907,53.41729258,53.22698066,
Tonga,TON,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312803028,0.313942368,0.124286646,0.134067611,0.143691433,0.183795374,0.239652301,3.386066045,11.23832268,16.35322976,29.59792323,29.58241455,45.49944256,49.04479642,51.19833074,52.18243672,52.62704647,
Cameroon,CMR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011773624,0.020085598,0.024496981,0.02870439,0.033386306,0.039154138,0.658739814,2.601632433,4.275374,6.417067947,8.918404823,12.83217922,17.47201351,24.71931641,32.84272035,41.74241623,44.0670489,52.35359201,
Togo,TGO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06886088,0.16666026,0.365532127,1.043078299,1.928486836,3.269464428,4.711820623,6.288726017,8.018333431,12.80310631,21.05711654,26.82336372,37.06178003,40.68538793,50.4457081,
Solomon Islands,SLB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041546571,0.064533507,0.091985271,0.17476249,0.181439419,0.27488073,0.281602615,0.230110986,0.231192737,0.238553913,0.656571515,1.277125616,1.449275362,2.195411791,5.879805026,9.539709039,27.87337312,49.77157788,
Liberia,LBR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052681673,0.068043504,0.166884618,1.555600623,3.051358335,5.0274325,8.449723241,16.19120228,23.36029368,28.28681136,39.34051088,49.16775098,
Uganda,UGA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008386509,0.018627531,0.022600724,0.131643366,0.239999663,0.524149717,1.134798055,1.524788503,2.913369367,4.233161028,4.626255012,6.839635112,13.82759565,27.29747916,28.99085634,38.37961305,48.3841688,
Angola,AGO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009673093,0.015532711,0.016472389,0.026484163,0.055127184,0.074743507,0.17762548,0.185303094,0.521258883,0.940198411,2.269787897,4.6373295,9.770852982,17.95740315,28.31059686,37.55055726,43.70450412,46.68924162,48.37797435,
Lesotho,LSO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068991079,0.187645626,0.517159207,0.620367599,1.099864656,2.865786183,6.86244224,6.207564801,9.585365163,12.09177094,17.16147358,21.65110573,27.88439663,30.75561569,45.47689468,47.90680099,
"Yemen, Rep.",YEM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011751156,0.037280994,0.056371954,0.054462017,0.056078177,0.07546094,0.096585182,0.160833365,0.180791422,0.809355826,2.584280361,3.476684255,7.370375395,11.03006624,13.9880271,19.8159292,28.48417979,35.63496117,46.08665855,47.04861475,
Burkina Faso,BFA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004776127,0.013298992,0.023491633,0.042136262,0.20534387,0.602333531,0.852933459,1.777404654,2.871258739,4.462130866,6.952475421,12.33664652,19.49145802,23.92086098,34.65874749,45.27445884,
Guinea,GIN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000611218,0.011200683,0.012557442,0.012170539,0.035930147,0.265844083,0.306121779,0.504668592,0.657079468,1.054882918,1.275166818,1.742540291,2.090373135,,21.33647634,28.7683686,35.74349387,40.07377582,44.02352304,
Nepal,NPL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023084634,0.041908795,0.06919885,0.0855978,0.313144399,0.437078173,0.833210389,4.157203157,11.5208066,14.53017811,19.01922631,30.69344863,43.80556809,
Haiti,HTI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119871982,0.294278358,0.636178598,1.040727003,1.566827662,3.526015771,4.341863576,5.351299664,12.65938161,26.01875661,32.86658672,36.98206481,40.02703025,41.48645166,
Rwanda,RWA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072003405,0.14506398,0.481579938,0.768596972,0.947417419,1.475751646,1.52359885,2.423219033,3.327904763,6.540703078,13.22095998,23.55918158,33.40323164,40.63067089,
Madagascar,MDG,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002356987,0.009901573,0.016977589,0.029324116,0.088588672,0.240072435,0.410654016,0.930810079,0.99767623,1.684229201,1.923549219,2.852901384,5.67588527,11.6837003,24.73738484,31.22516479,37.22983676,38.28077561,
Sierra Leone,SLE,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288188959,0.624905608,1.487066406,2.393520535,,,,14.16500663,17.97535303,20.2115487,34.08585819,35.63159631,
Papua New Guinea,PNG,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047203985,0.077598171,0.10889172,0.134699345,0.159142593,0.193890247,0.265020196,0.301566647,0.812204161,1.230428598,1.601302564,4.690206396,13.34500283,21.14679487,27.8361615,34.21811396,
Mozambique,MOZ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014825898,0.038882899,0.069029125,0.28056681,0.816693783,1.32686834,2.209608038,3.496937488,7.240934322,10.98737623,14.12010897,19.72429017,26.12049369,30.88473592,32.82674824,
Chad,TCD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066891039,0.258278289,0.387263383,0.7100804,1.298181533,2.145944237,4.622014864,8.854321784,15.01816917,20.85856666,25.61014279,31.80480042,
Comoros,COM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328261151,1.338603813,2.414250032,5.582695868,9.15175611,13.16162483,17.12775261,22.4944539,28.70747523,
Niger,NER,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000996346,0.013243912,0.020780759,0.018823666,0.018800626,0.491543699,0.679673308,1.374207028,2.492349478,3.588373314,6.453619771,13.13236734,17.35877229,24.53328733,27.00770814,
Guinea-Bissau,GNB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096973292,2.94231713,7.225660692,11.27415994,20.79938716,34.40437432,37.75604399,,25.97699767,
Malawi,MWI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003865086,0.036740593,0.067835209,0.0989413,0.206001228,0.436379595,0.483375584,0.727171962,1.112512243,1.780956216,3.284540007,4.699867658,7.732877763,10.76523981,17.21088553,20.92072521,25.0685136,
Central African Republic,CAF,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001322231,0.031440347,0.039322313,0.04587589,0.114583457,0.134184963,0.292004286,0.329047189,1.02825781,1.518110681,2.48887473,2.691109114,4.8066062,5.899063252,15.73950564,22.24995802,25.04124843,
"Congo, Dem. Rep.",COD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.019288649,0.015895781,0.019193719,0.021108808,0.024778093,0.030225969,0.294178652,1.066842868,2.303632955,3.570488936,4.782426046,7.472649249,10.8470694,15.90658303,14.73196719,17.91890479,23.13117395,
Tuvalu,TUV,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18349575,13.41035692,16.4406083,18.4388445,,10.19783806,16.28167294,21.63095359,
Djibouti,DJI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017069242,0.030491697,0.031933115,0.039349441,0.03142377,0.400211312,1.96005922,2.950079524,4.344254653,5.449628696,5.441056136,8.283846743,13.18878589,14.76636586,18.63508702,21.31809568,
Ethiopia,ETH,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010552882,0.027077721,0.040859548,0.07295555,0.072507899,0.214450915,0.552933815,1.140493735,1.554969531,2.46018263,4.990534841,8.262854643,16.67172011,
Burundi,BDI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005949479,0.006282068,0.009266027,0.009136424,0.010013762,0.009962216,0.01273143,0.256026225,0.514119754,0.781241666,0.935841623,1.428503648,2.109930408,2.67581331,3.502953704,6.050115914,10.26103395,13.72445096,14.46035135,
Kiribati,KIR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027132022,0.24235374,0.357100345,0.461718293,0.568005783,0.592502478,0.680324786,0.706613906,0.748390959,0.789116505,1.035925911,10.10639926,10.64332068,13.63892653,
Cuba,CUB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002181393,0.004633626,0.010619624,0.017787693,0.022165991,0.027237273,0.036767675,0.046402446,0.058860012,0.077009611,0.159734289,0.315452431,0.674652447,1.204292568,1.355644199,1.759317656,2.944340083,5.515195921,8.909369968,11.68633507,
Somalia,SOM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081222371,1.118874491,1.283490437,2.505651811,6.119277695,5.980962119,6.434632267,6.870103405,7.027367506,7.028625916,6.946831979,6.853706228,
Eritrea,ERI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463140607,0.901395516,1.334441996,1.757776967,2.195665263,2.768341612,3.526578342,4.467709888,
"Korea, Dem. Rep.",PRK,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285751665,1.774069405,4.089764607,
Myanmar,MMR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156883,0.004620643,0.006564894,0.016988043,0.019588399,0.019375451,0.025595164,0.029799149,0.050019964,0.105202247,0.145095261,0.20067615,0.277842771,0.459634636,0.527841074,0.777535557,1.054601911,1.238454332,2.572822264,
American Samoa,ASM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1.409925878,1.771618669,2.31280717,2.362100569,2.411829094,2.553160448,2.690824289,3.176451903,3.456832972,3.67711016,3.411128051,3.455425017,3.63659873,,,,,,,,
Aruba,ABW,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02928858,,,2.138864335,3.611455537,3.994786346,6.196229284,13.5682142,16.61663214,57.38228511,65.33045795,72.20851613,99.33667185,102.3971246,106.1522135,108.9815303,114.4798438,120.0615315,122.6183388,,
Bermuda,BMU,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1.253871011,1.859687265,2.394014963,3.200899426,5.59219724,8.390612726,10.2988356,12.93333982,16.57686724,20.18787635,20.46199345,20.68943566,21.12593485,47.32756989,62.83874008,76.67631641,82.20801497,93.4274344,106.9734272,122.183213,131.1687911,135.8155865,,
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faeroe Islands,FRO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.040749016,3.73072747,3.570395747,4.452319295,5.882758779,7.520269025,10.74612536,14.68957122,23.87619259,37.10075859,52.82151948,73.99667689,80.10195484,86.19012835,87.09851216,103.0737494,107.4055011,112.8876268,117.2092545,122.0456599,,
Grenada,GRD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155925156,0.152540262,0.186380814,0.287133955,0.352421133,0.399349061,0.565998391,0.965963638,1.393019097,1.985121455,4.235535155,6.304862825,7.408242933,41.38460786,42.27514519,45.61099539,44.83146831,49.70687253,57.86758964,109.9205549,116.7092557,,
Guam,GUM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635081088,0.936099179,1.349572553,2.855908343,3.410987984,3.934744137,3.800266615,8.497666567,13.0730062,17.5317602,20.68580421,43.98223243,48.92073982,59.06532142,,,,,,,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.446667128,0.738134615,0.862848505,1.079887692,0.993204441,2.117179484,2.650621571,3.580838497,5.048437026,7.224535002,9.278370145,12.50884554,14.17480253,16.15320127,24.52614559,43.6865666,59.28063171,66.76741336,91.34568175,100.573583,107.593599,113.3126728,114.0737677,146.4694292,160.7756989,,
Marshall Islands,MHL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553742707,0.517565872,0.710268735,0.901406271,0.664355864,0.850614439,0.857225046,0.938021523,1.060192832,1.15017695,1.239224138,1.268328305,1.915341889,2.857850515,3.78214826,5.618398382,7.03208853,,
"Micronesia, Fed. Sts.",FSM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092826378,5.417955227,11.73457209,12.88076111,16.95616136,24.92097518,24.91686827,24.84730203,24.77670532,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.16649227,86.67403816,102.6483318,111.9494492,184.0527031,205.2815913,185.276093,,
Netherlands,NLD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,,0.033211234,0.105288033,0.165590307,0.224460769,0.378522166,0.530496177,0.766938112,1.099140558,1.419874509,2.095284943,3.49496974,6.547605928,11.00230767,21.35659296,42.75900172,67.80002931,76.47250632,75.40850689,81.79599719,91.21674572,97.10859377,105.6053444,117.2805056,124.987404,121.6780838,115.4458187,,
Northern Mariana Islands,MNP,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.403347328,1.394662,2.086339691,,,,4.330972792,4.383913958,19.07955597,24.69557448,26.94305767,29.93099819,,,,,,,,
Samoa,WSM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445955544,0.852814576,1.388373514,1.416037474,1.407301078,1.512706737,5.861304782,8.903777984,13.31580086,25.17066262,47.44120876,68.20344427,82.78463386,91.43493863,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.686278995,0.462733059,0.98021743,1.539171926,2.603997136,4.497269515,10.56926036,45.90697577,59.74084832,103.7154536,102.3870229,127.8366862,145.7868577,145.8880816,152.6659288,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038964043,0.071911234,0.089647986,0.118339136,0.123633012,0.165527287,0.19721841,0.184653695,2.518568014,3.9006241,5.10991871,6.010323436,6.920095959,11.69185662,15.78663486,54.08785662,119.0481158,,
Virgin Islands (U.S.),VIR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,14.82813267,23.1198905,27.69673917,32.25479444,37.70947152,41.44749525,45.17879071,58.75354626,73.42519865,,,,,,,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,0.221224551,5.356020847,7.496233292,7.723273376,12.53423657,15.96318127,22.59126605,27.39833794,34.349672,45.79369635,,,
